id,symbol,base,quote,status,contractType,linear,pricePrecision,amountPrecision,minQty,minNotional,tickSize,stepSize
PUFFERUSDT,PUFFER/USDT:USDT,PUFFER,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
PUNDIXUSDT,PUNDIX/USDT:USDT,PUNDIX,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
PYTHUSDT,PYTH/USDT:USDT,PYTH,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
QNTUSDT,QNT/USDT:USDT,QNT,USDT,TRADING,PERPETUAL,True,0.01,0.1,0.1,5.0,0.01,0.1
QTUMUSDT,QTUM/USDT:USDT,QTUM,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
QUICKUSDT,QUICK/USDT:USDT,QUICK,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
RAREUSDT,RARE/USDT:USDT,RARE,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
RAYSOLUSDT,RAYSOL/USDT:USDT,RAYSOL,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
RDNTUSDT,RDNT/USDT:USDT,RDNT,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
REDUSDT,RED/USDT:USDT,RED,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
REIUSDT,REI/USDT:USDT,REI,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
RENDERUSDT,RENDER/USDT:USDT,RENDER,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
REZUSDT,REZ/USDT:USDT,REZ,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
RIFUSDT,RIF/USDT:USDT,RIF,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
RLCUSDT,RLC/USDT:USDT,RLC,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
RONINUSDT,RONIN/USDT:USDT,RONIN,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
ROSEUSDT,ROSE/USDT:USDT,ROSE,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
RPLUSDT,RPL/USDT:USDT,RPL,USDT,TRADING,PERPETUAL,True,0.01,0.1,0.1,5.0,0.01,0.1
RSRUSDT,RSR/USDT:USDT,RSR,USDT,TRADING,PERPETUAL,True,1e-06,1.0,1.0,5.0,1e-06,1.0
RUNEUSDT,RUNE/USDT:USDT,RUNE,USDT,TRADING,PERPETUAL,True,0.001,1.0,1.0,5.0,0.001,1.0
RVNUSDT,RVN/USDT:USDT,RVN,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
SUSDT,S/USDT:USDT,S,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SAFEUSDT,SAFE/USDT:USDT,SAFE,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SAGAUSDT,SAGA/USDT:USDT,SAGA,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
SANDUSDT,SAND/USDT:USDT,SAND,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SANTOSUSDT,SANTOS/USDT:USDT,SANTOS,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
SCRUSDT,SCR/USDT:USDT,SCR,USDT,TRADING,PERPETUAL,True,0.001,1.0,1.0,5.0,0.001,1.0
SCRTUSDT,SCRT/USDT:USDT,SCRT,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SEIUSDT,SEI/USDT:USDT,SEI,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SFPUSDT,SFP/USDT:USDT,SFP,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SHELLUSDT,SHELL/USDT:USDT,SHELL,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SIGNUSDT,SIGN/USDT:USDT,SIGN,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
SIRENUSDT,SIREN/USDT:USDT,SIREN,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
SKATEUSDT,SKATE/USDT:USDT,SKATE,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
SKLUSDT,SKL/USDT:USDT,SKL,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
SKYAIUSDT,SKYAI/USDT:USDT,SKYAI,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
SLERFUSDT,SLERF/USDT:USDT,SLERF,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SLPUSDT,SLP/USDT:USDT,SLP,USDT,TRADING,PERPETUAL,True,1e-06,1.0,1.0,5.0,1e-06,1.0
SNXUSDT,SNX/USDT:USDT,SNX,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
SOLUSDC,SOL/USDC:USDC,SOL,USDC,TRADING,PERPETUAL,True,0.001,0.01,0.01,5.0,0.001,0.01
SOLUSDT,SOL/USDT:USDT,SOL,USDT,TRADING,PERPETUAL,True,0.1,1.0,1.0,5.0,0.1,1.0
SONICUSDT,SONIC/USDT:USDT,SONIC,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
SPELLUSDT,SPELL/USDT:USDT,SPELL,USDT,TRADING,PERPETUAL,True,1e-07,1.0,100.0,5.0,1e-07,1.0
SPXUSDT,SPX/USDT:USDT,SPX,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SQDUSDT,SQD/USDT:USDT,SQD,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
SSVUSDT,SSV/USDT:USDT,SSV,USDT,TRADING,PERPETUAL,True,0.001,0.01,0.01,5.0,0.001,0.01
STEEMUSDT,STEEM/USDT:USDT,STEEM,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
STGUSDT,STG/USDT:USDT,STG,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
STMXUSDT,STMX/USDT:USDT,STMX,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
STOUSDT,STO/USDT:USDT,STO,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
STORJUSDT,STORJ/USDT:USDT,STORJ,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
STRKUSDT,STRK/USDT:USDT,STRK,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
STXUSDT,STX/USDT:USDT,STX,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SUIUSDC,SUI/USDC:USDC,SUI,USDC,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
SUIUSDT,SUI/USDT:USDT,SUI,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
SUNUSDT,SUN/USDT:USDT,SUN,USDT,TRADING,PERPETUAL,True,1e-06,1.0,1.0,5.0,1e-06,1.0
SUPERUSDT,SUPER/USDT:USDT,SUPER,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SUSHIUSDT,SUSHI/USDT:USDT,SUSHI,USDT,TRADING,PERPETUAL,True,0.001,1.0,1.0,5.0,0.001,1.0
SWARMSUSDT,SWARMS/USDT:USDT,SWARMS,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SWELLUSDT,SWELL/USDT:USDT,SWELL,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
SXPUSDT,SXP/USDT:USDT,SXP,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
SXTUSDT,SXT/USDT:USDT,SXT,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
SYNUSDT,SYN/USDT:USDT,SYN,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
SYRUPUSDT,SYRUP/USDT:USDT,SYRUP,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
SYSUSDT,SYS/USDT:USDT,SYS,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
TUSDT,T/USDT:USDT,T,USDT,TRADING,PERPETUAL,True,1e-05,1.0,0.0,5.0,1e-05,1.0
TAUSDT,TA/USDT:USDT,TA,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
TACUSDT,TAC/USDT:USDT,TAC,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
TAGUSDT,TAG/USDT:USDT,TAG,USDT,TRADING,PERPETUAL,True,1e-07,1.0,1.0,5.0,1e-07,1.0
TAIKOUSDT,TAIKO/USDT:USDT,TAIKO,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
TANSSIUSDT,TANSSI/USDT:USDT,TANSSI,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
TAOUSDT,TAO/USDT:USDT,TAO,USDT,TRADING,PERPETUAL,True,0.01,0.001,0.001,5.0,0.01,0.001
THEUSDT,THE/USDT:USDT,THE,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
THETAUSDT,THETA/USDT:USDT,THETA,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
TIAUSDC,TIA/USDC:USDC,TIA,USDC,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
TIAUSDT,TIA/USDT:USDT,TIA,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
TNSRUSDT,TNSR/USDT:USDT,TNSR,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
TOKENUSDT,TOKEN/USDT:USDT,TOKEN,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
TONUSDT,TON/USDT:USDT,TON,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
TRBUSDT,TRB/USDT:USDT,TRB,USDT,TRADING,PERPETUAL,True,0.01,0.1,0.1,5.0,0.01,0.1
TROYUSDT,TROY/USDT:USDT,TROY,USDT,TRADING,PERPETUAL,True,1e-06,1.0,1.0,5.0,1e-06,1.0
TRUUSDT,TRU/USDT:USDT,TRU,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
TRUMPUSDC,TRUMP/USDC:USDC,TRUMP,USDC,TRADING,PERPETUAL,True,0.001,0.01,0.01,5.0,0.001,0.01
TRUMPUSDT,TRUMP/USDT:USDT,TRUMP,USDT,TRADING,PERPETUAL,True,0.001,0.01,0.01,5.0,0.001,0.01
TRXUSDT,TRX/USDT:USDT,TRX,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
TSTUSDT,TST/USDT:USDT,TST,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
TURBOUSDT,TURBO/USDT:USDT,TURBO,USDT,TRADING,PERPETUAL,True,1e-06,1.0,1.0,5.0,1e-06,1.0
TWTUSDT,TWT/USDT:USDT,TWT,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
UMAUSDT,UMA/USDT:USDT,UMA,USDT,TRADING,PERPETUAL,True,0.001,1.0,1.0,5.0,0.001,1.0
UNIUSDC,UNI/USDC:USDC,UNI,USDC,TRADING,PERPETUAL,True,0.001,1.0,1.0,5.0,0.001,1.0
UNIUSDT,UNI/USDT:USDT,UNI,USDT,TRADING,PERPETUAL,True,0.001,1.0,1.0,5.0,0.001,1.0
USDCUSDT,USDC/USDT:USDT,USDC,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
USTCUSDT,USTC/USDT:USDT,USTC,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
USUALUSDT,USUAL/USDT:USDT,USUAL,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
UXLINKUSDT,UXLINK/USDT:USDT,UXLINK,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
VANAUSDT,VANA/USDT:USDT,VANA,USDT,TRADING,PERPETUAL,True,0.001,0.01,0.01,5.0,0.001,0.01
VANRYUSDT,VANRY/USDT:USDT,VANRY,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
VELODROMEUSDT,VELODROME/USDT:USDT,VELODROME,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
VELVETUSDT,VELVET/USDT:USDT,VELVET,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
VETUSDT,VET/USDT:USDT,VET,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
VICUSDT,VIC/USDT:USDT,VIC,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
VIDTUSDT,VIDT/USDT:USDT,VIDT,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
VINEUSDT,VINE/USDT:USDT,VINE,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
VIRTUALUSDT,VIRTUAL/USDT:USDT,VIRTUAL,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
VOXELUSDT,VOXEL/USDT:USDT,VOXEL,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
VTHOUSDT,VTHO/USDT:USDT,VTHO,USDT,TRADING,PERPETUAL,True,1e-06,1.0,1.0,5.0,1e-06,1.0
VVVUSDT,VVV/USDT:USDT,VVV,USDT,TRADING,PERPETUAL,True,0.001,0.01,0.01,5.0,0.001,0.01
WUSDT,W/USDT:USDT,W,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
WALUSDT,WAL/USDT:USDT,WAL,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
WAXPUSDT,WAXP/USDT:USDT,WAXP,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
WIFUSDC,WIF/USDC:USDC,WIF,USDC,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
WIFUSDT,WIF/USDT:USDT,WIF,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
WLDUSDC,WLD/USDC:USDC,WLD,USDC,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
WLDUSDT,WLD/USDT:USDT,WLD,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
WOOUSDT,WOO/USDT:USDT,WOO,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
XAIUSDT,XAI/USDT:USDT,XAI,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
XCNUSDT,XCN/USDT:USDT,XCN,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
XEMUSDT,XEM/USDT:USDT,XEM,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
XLMUSDT,XLM/USDT:USDT,XLM,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
XMRUSDT,XMR/USDT:USDT,XMR,USDT,TRADING,PERPETUAL,True,0.001,0.001,0.001,5.0,0.001,0.001
XRPUSDC,XRP/USDC:USDC,XRP,USDC,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
XRPUSDT,XRP/USDT:USDT,XRP,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
XTZUSDT,XTZ/USDT:USDT,XTZ,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
XVGUSDT,XVG/USDT:USDT,XVG,USDT,TRADING,PERPETUAL,True,1e-06,1.0,1.0,5.0,1e-06,1.0
XVSUSDT,XVS/USDT:USDT,XVS,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
YALAUSDT,YALA/USDT:USDT,YALA,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
YFIUSDT,YFI/USDT:USDT,YFI,USDT,TRADING,PERPETUAL,True,0.1,0.001,0.001,5.0,0.1,0.001
YGGUSDT,YGG/USDT:USDT,YGG,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
ZECUSDT,ZEC/USDT:USDT,ZEC,USDT,TRADING,PERPETUAL,True,0.01,0.001,0.001,5.0,0.01,0.001
ZENUSDT,ZEN/USDT:USDT,ZEN,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
ZEREBROUSDT,ZEREBRO/USDT:USDT,ZEREBRO,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
ZETAUSDT,ZETA/USDT:USDT,ZETA,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
ZILUSDT,ZIL/USDT:USDT,ZIL,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
ZKUSDT,ZK/USDT:USDT,ZK,USDT,TRADING,PERPETUAL,True,0.0001,1.0,1.0,5.0,0.0001,1.0
ZKJUSDT,ZKJ/USDT:USDT,ZKJ,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
ZORAUSDT,ZORA/USDT:USDT,ZORA,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
ZRCUSDT,ZRC/USDT:USDT,ZRC,USDT,TRADING,PERPETUAL,True,1e-05,1.0,1.0,5.0,1e-05,1.0
ZROUSDT,ZRO/USDT:USDT,ZRO,USDT,TRADING,PERPETUAL,True,0.001,0.1,0.1,5.0,0.001,0.1
ZRXUSDT,ZRX/USDT:USDT,ZRX,USDT,TRADING,PERPETUAL,True,0.0001,0.1,0.1,5.0,0.0001,0.1
